name,category,row_id,ingredient_number,ingredient,measure,measure_number
Venial Sin,Tequila,759,1,blanco tequila,1.5 oz,1.5
Venial Sin,Tequila,759,5,maraschino,.25 oz,0.25
Vagabundo,Tequila,760,2,pineapple juice,1.5 oz,1.5
Vagabundo,Tequila,760,4,lime juice,.5 oz,0.5
The 21st Century,Tequila,761,3,blanco tequila,1.5 oz,1.5
The 21st Century,Tequila,761,4,lime juice,.75 oz,0.75
The 21st Century,Tequila,761,5,white creme de cacao,.75 oz,0.75
Pollyanna Cocktail,Cocktail Classics,762,1,orange juice,3 slices,3
Pollyanna Cocktail,Cocktail Classics,762,3,old mr. boston dry gin,2 oz,2
Pollyanna Cocktail,Cocktail Classics,762,4,sweet vermouth,.5 oz,0.5
Toreador,Tequila,763,1,blanco tequila,1.5 oz,1.5
Toreador,Tequila,763,3,half and half,.5 oz,0.5
Pink Lady Cocktail,Cocktail Classics,765,1,egg white,1 oz,1
Pink Lady Cocktail,Cocktail Classics,765,2,grenadine,1 oz,1
Pink Lady Cocktail,Cocktail Classics,765,4,old mr. boston dry gin,1.5 oz,1.5
Tia Juanathan,Tequila,767,1,blanco tequila,1.5 oz,1.5
Tia Juanathan,Tequila,767,2,lime juice,.5 oz,0.5
Phoebe Snow Cocktail,Cocktail Classics,768,1,dubonnet,1.5 oz,1.5
Tequonic,Tequila,769,1,blanco tequila,2 oz,2
Tequonic,Tequila,769,2,lemon juice,.25 oz,0.25
Tequini,Tequila,770,1,blanco tequila,1.5 oz,1.5
Tequini,Tequila,770,2,dry vermouth,.5 oz,0.5
Tequini,Tequila,770,3,bitters,1 dash,0.02
Passion Daiquiri Cocktail,Cocktail Classics,771,2,lime juice,1 oz,1
Passion Daiquiri Cocktail,Cocktail Classics,771,3,powdered sugar,1 oz,1
Tequila Sunrise,Tequila,773,1,blanco tequila,2 oz,2
Tequila Sunrise,Tequila,773,2,orange juice,4 oz,4
Tequila Sunrise,Tequila,773,3,grenadine,.75 oz,0.75
Coffee Grasshopper,Brandy,774,3,half and half,.75 oz,0.75
Tequila Straight,Tequila,775,2,blanco tequila,1.5 oz,1.5
Tequila Straight,Tequila,775,3,lime juice,1 oz,1
Tequila Sour,Tequila,776,1,blanco tequila,2 oz,2
Tequila Sour,Tequila,776,2,lemon juice,.75 oz,0.75
Tequila Sour,Tequila,776,3,simple syrup,.75 oz,0.75
Tequila Smash,Tequila,777,3,blanco tequila,2 oz,2
Tequila Smash,Tequila,777,4,maraschino,.5 oz,0.5
Tequila Smash,Tequila,777,5,lime juice,.5 oz,0.5
Tequila Pink,Tequila,778,1,blanco tequila,1.5 oz,1.5
Tequila Pink,Tequila,778,2,dry vermouth,1 oz,1
Tequila Pink,Tequila,778,3,grenadine,.25 oz,0.25
Tequila Old-Fashioned,Tequila,779,1,blanco tequila,1.5 oz,1.5
Tequila Old-Fashioned,Tequila,779,2,simple syrup,1 oz,1
Tequila Old-Fashioned,Tequila,779,3,bitters,1 dash,0.02
Rob Roy Cocktail,Cocktail Classics,780,1,sweet vermouth,.75 oz,0.75
Tequila Mockingbird,Tequila,781,3,blanco tequila,1.75 oz,1.75
Tequila Matador,Tequila,782,1,blanco tequila,1.5 oz,1.5
Tequila Matador,Tequila,782,2,pineapple juice,2 oz,2
Tequila Matador,Tequila,782,3,lime juice,.5 oz,0.5
Tequila Manhattan,Tequila,783,1,blanco tequila,2 oz,2
Tequila Manhattan,Tequila,783,2,sweet vermouth,1 oz,1
Tequila Manhattan,Tequila,783,3,bitters,1 dash,0.02
Thunderclap Cocktail,Cocktail Classics,785,1,old mr. boston dry gin,.75 oz,0.75
Thunder Cocktail,Cocktail Classics,786,1,powdered sugar,1 oz,1
Thunder Cocktail,Cocktail Classics,786,2,egg yolk,1 oz,1
Tequila Collins,Tequila,787,1,blanco tequila,2 oz,2
Tequila Collins,Tequila,787,2,lemon juice,.5 oz,0.5
Tequila Collins,Tequila,787,3,simple syrup,.5 oz,0.5
White Lady Cocktail,Cocktail Classics,788,1,egg white,1 oz,1
White Lady Cocktail,Cocktail Classics,788,2,powdered sugar,1 oz,1
White Lady Cocktail,Cocktail Classics,788,4,old mr. boston dry gin,1.5 oz,1.5
Tequila Canyon,Tequila,789,1,blanco tequila,1.5 oz,1.5
Tequila Canyon,Tequila,789,2,triple sec,.25 oz,0.25
Tequila Canyon,Tequila,789,3,cranberry juice,1 oz,1
Tequila Canyon,Tequila,789,4,pineapple juice,1 oz,1
Tequila Canyon,Tequila,789,5,orange juice,1 oz,1
Chicago Cocktail,Brandy,790,2,brandy,1 oz,1
Chicago Cocktail,Brandy,790,4,orange juice,.25 oz,0.25
Chicago Cocktail,Brandy,790,5,maraschino,.25 oz,0.25
Sunday Confession,Tequila,791,1,blanco tequila,1 oz,1
Sunday Confession,Tequila,791,3,lemon juice,.5 oz,0.5
Strawberry Margarita,Tequila,792,4,blanco tequila,1.5 oz,1.5
Strawberry Margarita,Tequila,792,5,triple sec,.75 oz,0.75
Western Rose Cocktail,Cocktail Classics,793,2,old mr. boston dry gin,1 oz,1
Western Rose Cocktail,Cocktail Classics,793,3,dry vermouth,.5 oz,0.5
Western Rose Cocktail,Cocktail Classics,793,4,lemon juice,.25 oz,0.25
Widow's Kiss Cocktail,Cocktail Classics,794,3,benedictine,.5 oz,0.5
Widow's Kiss Cocktail,Cocktail Classics,794,4,bitters,1 dash,0.02
Spice Of Life,Tequila,795,3,simple syrup,.75 oz,0.75
Spice Of Life,Tequila,795,5,lime juice,.75 oz,0.75
Widow's Dream Cocktail,Cocktail Classics,796,1,benedictine,1.5 oz,1.5
Widow's Dream Cocktail,Cocktail Classics,796,2,whole egg,1 oz,1
Vodka Gypsy Cocktail,Cocktail Classics,797,2,benedictine,.75 oz,0.75
Vodka Gypsy Cocktail,Cocktail Classics,797,3,bitters,1 dash,0.02
South Of The Border,Tequila,798,1,blanco tequila,1 oz,1
South Of The Border,Tequila,798,3,lime juice,.5 oz,0.5
Violet Fizz Juice,Cocktail Classics,800,1,lemon juice,.5 oz,0.5
Violet Fizz Juice,Cocktail Classics,800,2,powdered sugar,.5 oz,0.5
Violet Fizz Juice,Cocktail Classics,800,3,old mr. boston dry gin,1.5 oz,1.5
Smoked Margarita,Tequila,801,3,triple sec,1 oz,1
Smoked Margarita,Tequila,801,4,lemon juice,.5 oz,0.5
Smoked Margarita,Tequila,801,5,lime juice,.5 oz,0.5
Sloe Tequila,Shooters,802,1,blanco tequila,1 oz,1
Sloe Tequila,Shooters,802,3,lime juice,.5 oz,0.5
Queen Elizabeth Cocktail,Cocktail Classics,803,1,old mr. boston dry gin,1.5 oz,1.5
Queen Elizabeth Cocktail,Cocktail Classics,803,2,dry vermouth,.5 oz,0.5
Queen Elizabeth Cocktail,Cocktail Classics,803,3,benedictine,1.5 oz,1.5
Silk Stockings,Tequila,804,1,blanco tequila,1.5 oz,1.5
Silk Stockings,Tequila,804,2,white creme de cacao,1 oz,1
Silk Stockings,Tequila,804,4,grenadine,1 oz,1
Orchid Cocktail,Cocktail Classics,805,1,old mr. boston dry gin,2 oz,2
Orchid Cocktail,Cocktail Classics,805,2,egg white,1 oz,1
Orange Milk Fizz,Cocktail Classics,806,1,lemon juice,.5 oz,0.5
Orange Milk Fizz,Cocktail Classics,806,2,powdered sugar,1 oz,1
Orange Milk Fizz,Cocktail Classics,806,3,orange juice,2 oz,2
Orange Gin Rickey,Cocktail Classics,807,1,lime juice,.5 oz,0.5
Orange Gin Rickey,Cocktail Classics,807,2,orange juice,2 oz,2
Orange Gin Highball,Cocktail Classics,808,1,orange juice,2 oz,2
Orange Gin Fizz,Cocktail Classics,809,1,lemon juice,.5 oz,0.5
Orange Gin Fizz,Cocktail Classics,809,2,powdered sugar,1 oz,1
Orange Gin Fizz,Cocktail Classics,809,3,orange juice,2 oz,2
Orange Gin Collins,Cocktail Classics,810,1,lemon juice,.5 oz,0.5
Orange Gin Collins,Cocktail Classics,810,2,orange juice,2 oz,2
Sidewinder,Tequila,811,4,lime juice,.5 oz,0.5
Orange Blossom Cocktail,Cocktail Classics,812,1,old mr. boston dry gin,1 oz,1
Orange Blossom Cocktail,Cocktail Classics,812,2,orange juice,1 oz,1
Orange Blossom Cocktail,Cocktail Classics,812,3,powdered sugar,.25 oz,0.25
Shady Lady,Tequila,813,1,blanco tequila,1 oz,1
Shady Lady,Tequila,813,3,grapefruit juice,4 oz,4
Cherry Blossom,Brandy,814,2,brandy,1 oz,1
Cherry Blossom,Brandy,814,3,cherry flavored brandy,.5 oz,0.5
Cherry Blossom,Brandy,814,4,lemon juice,.5 oz,0.5
Cherry Blossom,Brandy,814,5,triple sec,.25 oz,0.25
The Sfozando,Tequila,815,3,dry vermouth,.5 oz,0.5
The Sfozando,Tequila,815,4,benedictine,.5 oz,0.5
The Sfozando,Tequila,815,5,bitters,1 dash,0.02
Napoleon Cocktail,Cocktail Classics,816,1,old mr. boston dry gin,2 oz,2
Napoleon Cocktail,Cocktail Classics,816,3,dubonnet,.5 oz,0.5
Moulin Rouge Cocktail,Cocktail Classics,817,2,sweet vermouth,.75 oz,0.75
Moulin Rouge Cocktail,Cocktail Classics,817,3,bitters,1 dash,0.02
Sea Of Cortez,Tequila,818,1,blanco tequila,1.5 oz,1.5
Sea Of Cortez,Tequila,818,2,lime juice,1 oz,1
Sea Of Cortez,Tequila,818,4,orange juice,.25 oz,0.25
Satin Sheets,Tequila,819,1,blanco tequila,1.5 oz,1.5
Satin Sheets,Tequila,819,3,simple syrup,.5 oz,0.5
Satin Sheets,Tequila,819,4,lime juice,.75 oz,0.75
Santana Sling,Tequila,820,4,lime juice,.5 oz,0.5
Rosita,Tequila,821,1,blanco tequila,1.5 oz,1.5
Rosita,Tequila,821,2,sweet vermouth,.5 oz,0.5
Rosita,Tequila,821,3,dry vermouth,.5 oz,0.5
Rosita,Tequila,821,5,bitters,1 dash,0.02
Mariposa Cocktail,Cocktail Classics,822,3,lemon juice,1 oz,1
Mariposa Cocktail,Cocktail Classics,822,4,orange juice,1 oz,1
Mariposa Cocktail,Cocktail Classics,822,5,grenadine,1 oz,1
Margarita Cocktail,Cocktail Classics,823,3,lemon juice,1 oz,1
The Refuge,Tequila,824,1,blanco tequila,1.5 oz,1.5
The Refuge,Tequila,824,3,lime juice,.25 oz,0.25
The Refuge,Tequila,824,4,grapefruit juice,.25 oz,0.25
Manhattan Cocktail (dry),Cocktail Classics,825,1,dry vermouth,.75 oz,0.75
Mamie Taylor,Cocktail Classics,826,1,lime juice,.5 oz,0.5
Quetzalcoatl,Tequila,827,1,blanco tequila,1 oz,1
Quetzalcoatl,Tequila,827,5,grapefruit juice,.5 oz,0.5
Purple Pancho,Tequila,829,2,blanco tequila,1 oz,1
Purple Pancho,Tequila,829,6,lemon juice,1 oz,1
Midnight Express,Rum - Daiquiris,830,1,dark rum,1.5 oz,1.5
Midnight Express,Rum - Daiquiris,830,2,triple sec,.5 oz,0.5
Midnight Express,Rum - Daiquiris,830,3,lime juice,.75 oz,0.75
Midnight Express,Rum - Daiquiris,830,4,lemon juice,.25 oz,0.25
Midnight Express,Rum - Daiquiris,830,5,simple syrup,.25 oz,0.25
London Special Cocktail,Cocktail Classics,831,3,bitters,2 dashes,2
Mary Pickford Cocktail,Rum - Daiquiris,832,1,light rum,1.5 oz,1.5
Mary Pickford Cocktail,Rum - Daiquiris,832,2,pineapple juice,.75 oz,0.75
Mary Pickford Cocktail,Rum - Daiquiris,832,3,maraschino,.25 oz,0.25
Mary Pickford Cocktail,Rum - Daiquiris,832,4,grenadine,.25 oz,0.25
Charles Cocktail,Brandy,833,1,brandy,1.5 oz,1.5
Charles Cocktail,Brandy,833,2,sweet vermouth,1.5 oz,1.5
Charles Cocktail,Brandy,833,3,bitters,1 dash,0.02
Martinique Rose,Rum - Daiquiris,834,2,amaretto,.5 oz,0.5
Martinique Rose,Rum - Daiquiris,834,3,lime juice,.75 oz,0.75
Martinique Rose,Rum - Daiquiris,834,4,grapefruit juice,.75 oz,0.75
Mariposa,Rum - Daiquiris,835,1,light rum,1 oz,1
Mariposa,Rum - Daiquiris,835,2,brandy,.5 oz,0.5
Mariposa,Rum - Daiquiris,835,3,lemon juice,.5 oz,0.5
Mariposa,Rum - Daiquiris,835,4,orange juice,.5 oz,0.5
Mariposa,Rum - Daiquiris,835,5,grenadine,1 oz,1
Mandeville,Rum - Daiquiris,836,1,light rum,1.5 oz,1.5
Mandeville,Rum - Daiquiris,836,2,dark rum,1 oz,1
Mandeville,Rum - Daiquiris,836,3,lemon juice,.5 oz,0.5
Mandeville,Rum - Daiquiris,836,4,anisette,1 oz,1
Mandeville,Rum - Daiquiris,836,5,grenadine,1 oz,1
K.C.B. Cocktail,Cocktail Classics,837,2,old mr. boston dry gin,1.5 oz,1.5
K.C.B. Cocktail,Cocktail Classics,837,4,lemon juice,.25 oz,0.25
Malmaison,Rum - Daiquiris,838,2,light rum,1 oz,1
Malmaison,Rum - Daiquiris,838,4,lemon juice,1 oz,1
Mai-Tai (Trader Vic Version),Rum - Daiquiris,839,2,orange juice,.5 oz,0.5
Mai-Tai (Trader Vic Version),Rum - Daiquiris,839,3,lime juice,1 oz,1
Jersey Lightning Cocktail,Cocktail Classics,840,1,apple brandy,1.5 oz,1.5
Jersey Lightning Cocktail,Cocktail Classics,840,2,sweet vermouth,.5 oz,0.5
Jersey Lightning Cocktail,Cocktail Classics,840,3,lime juice,1 oz,1
Lumination,Rum - Daiquiris,841,2,simple syrup,1 oz,1
Lumination,Rum - Daiquiris,841,3,dark rum,2 oz,2
Lumination,Rum - Daiquiris,841,5,bitters,1 dash,0.02
Jamaica Glow Cocktail,Cocktail Classics,842,1,old mr. boston dry gin,1 oz,1
Jamaica Glow Cocktail,Cocktail Classics,842,3,orange juice,1 oz,1
Lounge Lizard,Rum - Daiquiris,843,1,dark rum,1 oz,1
Lounge Lizard,Rum - Daiquiris,843,2,amaretto,.5 oz,0.5
Jack-in-the-Box Cocktail,Cocktail Classics,844,1,apple brandy,1 oz,1
Jack-in-the-Box Cocktail,Cocktail Classics,844,2,pineapple juice,1 oz,1
Jack-in-the-Box Cocktail,Cocktail Classics,844,3,bitters,1 dash,0.02
Irish Whisky Cocktail,Cocktail Classics,845,3,maraschino,.25 oz,0.25
Irish Whisky Cocktail,Cocktail Classics,845,4,bitters,1 dash,0.02
Look Out Below,Rum - Daiquiris,846,2,lime juice,.5 oz,0.5
Look Out Below,Rum - Daiquiris,846,3,grenadine,.25 oz,0.25
Little Princess Cocktail,Rum - Daiquiris,847,1,light rum,1.5 oz,1.5
Little Princess Cocktail,Rum - Daiquiris,847,2,sweet vermouth,1.5 oz,1.5
Little Devil Cocktail,Rum - Daiquiris,848,1,light rum,.75 oz,0.75
Little Devil Cocktail,Rum - Daiquiris,848,2,gin,.75 oz,0.75
Little Devil Cocktail,Rum - Daiquiris,848,3,lemon juice,.5 oz,0.5
Little Devil Cocktail,Rum - Daiquiris,848,4,triple sec,.25 oz,0.25
Champs Elysees Cocktail,Brandy,849,1,brandy,1 oz,1
Champs Elysees Cocktail,Brandy,849,3,lemon juice,.5 oz,0.5
Champs Elysees Cocktail,Brandy,849,4,simple syrup,1 oz,1
Champs Elysees Cocktail,Brandy,849,5,bitters,1 dash,0.02
Hop Toad Cocktail,Cocktail Classics,850,1,lime juice,.5 oz,0.5
Level headed Cocktail,Rum - Daiquiris,851,4,simple syrup,.25 oz,0.25
Level headed Cocktail,Rum - Daiquiris,851,5,bitters,2 dash,0.04
La Vita Dulce,Rum - Daiquiris,852,3,lime juice,.75 oz,0.75
La Vita Dulce,Rum - Daiquiris,852,4,simple syrup,.75 oz,0.75
Hole-in-One Cocktail,Cocktail Classics,853,2,dry vermouth,.75 oz,0.75
Hole-in-One Cocktail,Cocktail Classics,853,3,lemon juice,.25 oz,0.25
Hole-in-One Cocktail,Cocktail Classics,853,4,bitters,1 dash,0.02
Ko Adang,Rum - Daiquiris,854,1,dark rum,2 oz,2
Ko Adang,Rum - Daiquiris,854,6,lime juice,.5 oz,0.5
Knickerbocker Special Cocktail,Rum - Daiquiris,855,1,light rum,2 oz,2
Knickerbocker Special Cocktail,Rum - Daiquiris,855,2,triple sec,.5 oz,0.5
Knickerbocker Special Cocktail,Rum - Daiquiris,855,3,lemon juice,1 oz,1
Knickerbocker Special Cocktail,Rum - Daiquiris,855,4,orange juice,1 oz,1
Hair Raiser Cocktail,Cocktail Classics,856,3,lemon juice,1 oz,1
Green Opal Cocktail,Cocktail Classics,857,1,old mr. boston dry gin,.5 oz,0.5
Jamaican Ginger,Rum - Daiquiris,858,1,light rum,1.5 oz,1.5
Jamaican Ginger,Rum - Daiquiris,858,2,dark rum,1 oz,1
Jamaican Ginger,Rum - Daiquiris,858,4,lime juice,.5 oz,0.5
Jamaican Ginger,Rum - Daiquiris,858,5,bitters,4 dash,0.08
Green Dragon Cocktail,Cocktail Classics,859,1,lemon juice,.5 oz,0.5
Green Dragon Cocktail,Cocktail Classics,859,4,old mr. boston dry gin,1.5 oz,1.5
Green Dragon Cocktail,Cocktail Classics,859,5,bitters,4 dash,0.08
Jamaican Crawler,Rum - Daiquiris,861,1,light rum,1 oz,1
Jamaican Crawler,Rum - Daiquiris,861,3,pineapple juice,3 oz,3
Jamaican Crawler,Rum - Daiquiris,861,4,grenadine,1 oz,1
Jade,Rum - Daiquiris,863,1,light rum,1.5 oz,1.5
Jade,Rum - Daiquiris,863,2,lime juice,.5 oz,0.5
Jade,Rum - Daiquiris,863,4,triple sec,.5 oz,0.5
Jacqueline,Rum - Daiquiris,864,1,dark rum,2 oz,2
Jacqueline,Rum - Daiquiris,864,2,triple sec,1 oz,1
Jacqueline,Rum - Daiquiris,864,3,lime juice,1 oz,1
Jacqueline,Rum - Daiquiris,864,4,simple syrup,1 oz,1
Jack Sparrow Flip,Rum - Daiquiris,865,1,dark rum,2 oz,2
Jack Sparrow Flip,Rum - Daiquiris,865,3,simple syrup,.75 oz,0.75
Jack Sparrow Flip,Rum - Daiquiris,865,5,bitters,2 dash,0.04
Irresistible,Rum - Daiquiris,866,1,light rum,1.5 oz,1.5
Irresistible,Rum - Daiquiris,866,2,sweet vermouth,.5 oz,0.5
Irresistible,Rum - Daiquiris,866,3,benedictine,.25 oz,0.25
Irresistible,Rum - Daiquiris,866,4,lemon juice,.25 oz,0.25
Carroll Cocktail,Brandy,867,1,brandy,1.5 oz,1.5
Carroll Cocktail,Brandy,867,2,sweet vermouth,.75 oz,0.75
Hush and Wonder,Rum - Daiquiris,868,2,light rum,2 oz,2
Hush and Wonder,Rum - Daiquiris,868,3,lime juice,.75 oz,0.75
Hush and Wonder,Rum - Daiquiris,868,4,simple syrup,.75 oz,0.75
Hush and Wonder,Rum - Daiquiris,868,5,bitters,3 dash,0.06
Hurricane Leah,Rum - Daiquiris,869,2,cherry flavored brandy,1 oz,1
Hurricane Leah,Rum - Daiquiris,869,3,simple syrup,1.5 oz,1.5
Hurricane Leah,Rum - Daiquiris,869,4,lemon juice,1.5 oz,1.5
Hurricane Leah,Rum - Daiquiris,869,5,orange juice,3 oz,3
Gimlet Cocktail,Cocktail Classics,870,1,lime juice,1 oz,1
Gimlet Cocktail,Cocktail Classics,870,2,powdered sugar,1 oz,1
Gimlet Cocktail,Cocktail Classics,870,3,old mr. boston dry gin,1.5 oz,1.5
Hurricane,Rum - Daiquiris,871,3,lime juice,1 oz,1
Hurricane,Rum - Daiquiris,871,4,orange juice,.75 oz,0.75
Hop Toad,Rum - Daiquiris,872,1,light rum,.75 oz,0.75
Hop Toad,Rum - Daiquiris,872,2,apricot flavored brandy,.75 oz,0.75
Hop Toad,Rum - Daiquiris,872,3,lime juice,.5 oz,0.5
The Holy Roller,Rum - Daiquiris,873,2,lime juice,.75 oz,0.75
The Holy Roller,Rum - Daiquiris,873,5,bitters,2 dash,0.04
Hemingway's Nog,Rum - Daiquiris,874,1,dark rum,1.5 oz,1.5
Hemingway's Nog,Rum - Daiquiris,874,3,simple syrup,.25 oz,0.25
Hemingway's Nog,Rum - Daiquiris,874,5,bitters,3 dash,0.06
Flying Scotchman Cocktail,Cocktail Classics,875,1,sweet vermouth,1 oz,1
Flying Scotchman Cocktail,Cocktail Classics,875,3,bitters,1 dash,0.02
Havana Cocktail,Rum - Daiquiris,877,1,light rum,.75 oz,0.75
Havana Cocktail,Rum - Daiquiris,877,2,pineapple juice,1.5 oz,1.5
Havana Cocktail,Rum - Daiquiris,877,3,lemon juice,.25 oz,0.25
Harvest Nectar,Rum - Daiquiris,878,1,light rum,1.5 oz,1.5
Harvest Nectar,Rum - Daiquiris,878,2,pineapple juice,1 oz,1
Harvest Nectar,Rum - Daiquiris,878,3,cranberry juice,1 oz,1
Harvest Nectar,Rum - Daiquiris,878,4,orange juice,1 oz,1
Harvest Nectar,Rum - Daiquiris,878,5,lemon juice,1 oz,1
Fancy Brandy Cocktail,Cocktail Classics,879,2,bitters,1 dash,0.02
Fancy Brandy Cocktail,Cocktail Classics,879,4,powdered sugar,.25 oz,0.25
Fallen Angel Cocktail,Cocktail Classics,880,1,lime juice,1 oz,1
Fallen Angel Cocktail,Cocktail Classics,880,2,old mr. boston dry gin,1.5 oz,1.5
Fallen Angel Cocktail,Cocktail Classics,880,3,bitters,1 dash,0.02
The Poncho,Tequila,881,2,dry vermouth,.5 oz,0.5
The Poncho,Tequila,881,3,maraschino,.5 oz,0.5
The Poncho,Tequila,881,4,bitters,2 dash,0.04
Hai Karate,Rum - Daiquiris,882,1,dark rum,2 oz,2
Hai Karate,Rum - Daiquiris,882,2,lime juice,1 oz,1
Hai Karate,Rum - Daiquiris,882,3,pineapple juice,1 oz,1
Hai Karate,Rum - Daiquiris,882,4,orange juice,1 oz,1
Hai Karate,Rum - Daiquiris,882,6,bitters,1 dash,0.02
Cara Sposa,Brandy,883,2,triple sec,.75 oz,0.75
Cara Sposa,Brandy,883,3,half and half,.5 oz,0.5
Traditional Martini (Dry),Cocktail Classics,884,1,gin,1 oz,1
Traditional Martini (Dry),Cocktail Classics,884,2,dry vermouth,1 oz,1
Traditional Martini (Dry),Cocktail Classics,884,3,bitters,1 dash,0.02
Pina Agave,Tequila,885,2,blanco tequila,1.5 oz,1.5
Pina Agave,Tequila,885,3,pineapple juice,1 oz,1
Pina Agave,Tequila,885,4,lemon juice,.75 oz,0.75
Grande Guignol,Rum - Daiquiris,886,1,dark rum,1.5 oz,1.5
Grande Guignol,Rum - Daiquiris,886,4,lime juice,.75 oz,0.75
Pancho Villa,Tequila,887,3,sweet vermouth,.75 oz,0.75
Pancho Villa,Tequila,887,4,bitters,1 dash,0.02
Paloma (Natural),Tequila,888,1,blanco tequila,2 oz,2
Paloma (Natural),Tequila,888,2,grapefruit juice,2 oz,2
Golden Friendship,Rum - Daiquiris,889,1,light rum,1 oz,1
Golden Friendship,Rum - Daiquiris,889,2,sweet vermouth,1 oz,1
Golden Friendship,Rum - Daiquiris,889,3,amaretto,1 oz,1
Paloma,Tequila,890,1,blanco tequila,2 oz,2
Pacific Sunshine,Tequila,891,2,blanco tequila,1.5 oz,1.5
Pacific Sunshine,Tequila,891,4,simple syrup,.75 oz,0.75
Pacific Sunshine,Tequila,891,6,bitters,1 dash,0.02
Golden Eclipse,Rum - Daiquiris,892,1,dark rum,1.5 oz,1.5
Golden Eclipse,Rum - Daiquiris,892,3,lemon juice,.5 oz,0.5
Golden Eclipse,Rum - Daiquiris,892,4,bitters,1 dash,0.02
Diplomat Cocktail,Cocktail Classics,893,1,dry vermouth,1.5 oz,1.5
Diplomat Cocktail,Cocktail Classics,893,2,sweet vermouth,.5 oz,0.5
Diplomat Cocktail,Cocktail Classics,893,3,bitters,2 dash,0.04
Diplomat Cocktail,Cocktail Classics,893,4,maraschino,.5 oz,0.5
Oldest Temptation,Tequila,894,3,lemon juice,.5 oz,0.5
Oldest Temptation,Tequila,894,4,triple sec,.5 oz,0.5
Oldest Temptation,Tequila,894,5,simple syrup,.25 oz,0.25
Oldest Temptation,Tequila,894,6,bitters,1 dash,0.02
Ginger Grapefruit Rickey,Rum - Daiquiris,895,1,light rum,2 oz,2
Ginger Grapefruit Rickey,Rum - Daiquiris,895,2,grapefruit juice,2 oz,2
Ginger Grapefruit Rickey,Rum - Daiquiris,895,4,lime juice,.5 oz,0.5
Calvados Cocktail,Brandy,896,2,orange juice,1.5 oz,1.5
Calvados Cocktail,Brandy,896,3,triple sec,.75 oz,0.75
Calvados Cocktail,Brandy,896,4,bitters,1 dash,0.02
Daiquiri Cocktail,Cocktail Classics,897,1,lime juice,1 oz,1
Daiquiri Cocktail,Cocktail Classics,897,2,powdered sugar,1 oz,1
The Oaxaca Old-Fashioned,Tequila,898,4,bitters,2 dash,0.04
Cuban Special Cocktail,Cocktail Classics,899,1,pineapple juice,1 oz,1
Cuban Special Cocktail,Cocktail Classics,899,2,lime juice,.5 oz,0.5
Gaugin,Rum - Daiquiris,900,1,light rum,2 oz,2
Gaugin,Rum - Daiquiris,900,2,lemon juice,.5 oz,0.5
Gaugin,Rum - Daiquiris,900,3,lime juice,.5 oz,0.5
The Nomad South,Tequila,901,1,blanco tequila,2 oz,2
The Nomad South,Tequila,901,2,orange juice,1 oz,1
The Nomad South,Tequila,901,5,lime juice,.5 oz,0.5
The Nomad South,Tequila,901,6,bitters,1 dash,0.02
Creole Lady Cocktail,Cocktail Classics,902,3,grenadine,1 oz,1
No. 8,Tequila,903,4,bitters,2 dash,0.04
Fog Cutter,Rum - Daiquiris,904,1,light rum,1.5 oz,1.5
Fog Cutter,Rum - Daiquiris,904,2,brandy,.5 oz,0.5
Fog Cutter,Rum - Daiquiris,904,3,gin,.5 oz,0.5
Fog Cutter,Rum - Daiquiris,904,4,lemon juice,1.5 oz,1.5
Fog Cutter,Rum - Daiquiris,904,5,orange juice,1 oz,1
Mexicola,Tequila,905,1,blanco tequila,2 oz,2
Mexicola,Tequila,905,2,lime juice,.5 oz,0.5
Floridita No. 3,Rum - Daiquiris,906,1,light rum,2 oz,2
Floridita No. 3,Rum - Daiquiris,906,2,lime juice,.75 oz,0.75
Floridita No. 3,Rum - Daiquiris,906,3,grapefruit juice,.5 oz,0.5
Floridita No. 3,Rum - Daiquiris,906,4,maraschino,.5 oz,0.5
Floridita No. 3,Rum - Daiquiris,906,5,simple syrup,.5 oz,0.5
Mexican Monk,Tequila,907,4,benedictine,.25 oz,0.25
Floridita No. 1,Rum - Daiquiris,908,1,light rum,1.5 oz,1.5
Floridita No. 1,Rum - Daiquiris,908,2,lime juice,.5 oz,0.5
Floridita No. 1,Rum - Daiquiris,908,3,sweet vermouth,.5 oz,0.5
Floridita No. 1,Rum - Daiquiris,908,4,white creme de cacao,1 oz,1
Floridita No. 1,Rum - Daiquiris,908,5,grenadine,1 oz,1
Mexican Madras,Tequila,909,1,blanco tequila,1.5 oz,1.5
Mexican Madras,Tequila,909,2,cranberry juice,2 oz,2
Mexican Madras,Tequila,909,3,orange juice,1 oz,1
Mexican Madras,Tequila,909,4,lime juice,.25 oz,0.25
Cadiz,Brandy,910,3,triple sec,.5 oz,0.5
Cadiz,Brandy,910,4,half and half,.5 oz,0.5
Chocolate Soldier Cocktail,Cocktail Classics,911,1,lime juice,.5 oz,0.5
Chocolate Soldier Cocktail,Cocktail Classics,911,2,dubonnet,.75 oz,0.75
Chocolate Soldier Cocktail,Cocktail Classics,911,3,old mr. boston dry gin,1.5 oz,1.5
Fireman's Sour,Rum - Daiquiris,912,1,light rum,2 oz,2
Fireman's Sour,Rum - Daiquiris,912,2,lime juice,2 oz,2
Fireman's Sour,Rum - Daiquiris,912,3,simple syrup,.25 oz,0.25
Fireman's Sour,Rum - Daiquiris,912,4,grenadine,.25 oz,0.25
Fat Like Buddha,Rum - Daiquiris,913,1,dark rum,2 oz,2
